2025-02-28 13:03:30,566 - INFO - Запуск подписки на канал Redis для получения задач
2025-02-28 13:03:30,577 - INFO - Redis доступен.
2025-02-28 13:03:30,578 - INFO - Подключаемся к Redis...
2025-02-28 13:03:30,578 - INFO - Подписались на канал video_tasks
2025-02-28 13:03:30,645 - INFO - Запуск приложения и инициализация базы данных...
2025-02-28 13:03:30,645 - DEBUG - Начало инициализации базы данных...
2025-02-28 13:03:30,707 - INFO - База данных успешно инициализирована.
2025-02-28 13:03:30,708 - INFO - Приложение успешно запущено. Соединение с базой данных установлено.
2025-02-28 13:03:30,708 - INFO - Директория уже существует: ./video_temp
2025-02-28 13:03:30,708 - INFO - Директория уже существует: ./image_temp
2025-02-28 13:03:30,708 - INFO - Директория уже существует: ./output_video
2025-02-28 13:03:30,708 - INFO - Директория уже существует: ./output_preview
2025-02-28 13:03:30,708 - INFO - Директория уже существует: ./user_logo
2025-02-28 13:03:30,710 - INFO - Задача get_sorted_profiles добавлена в расписание (каждую минуту).
2025-02-28 13:03:30,710 - INFO - Задача fetch_and_cache_profiles добавлена в расписание (каждые 30 секунд).
2025-02-28 13:03:30,710 - INFO - Планировщик задач успешно запущен.
2025-02-28 13:03:42,618 - INFO - Данные найдены в кэше для ключа profiles_hashtag_спорт_page_1_per_page_10_sort_None.
2025-02-28 13:03:47,913 - INFO - Данные найдены в кэше для ключа profiles_hashtag_#спорт_page_1_per_page_10_sort_None.
2025-02-28 13:04:00,715 - INFO - Открытие сессии с БД...
2025-02-28 13:04:00,715 - INFO - Сессия с БД успешно открыта.
2025-02-28 13:04:00,887 - INFO - Успешно обработано и закэшировано 758 профилей в Redis.
2025-02-28 13:04:00,889 - INFO - Закрытие сессии с БД.
2025-02-28 13:04:30,718 - INFO - Открытие сессии с БД...
2025-02-28 13:04:30,723 - INFO - Сессия с БД успешно открыта.
2025-02-28 13:04:30,752 - INFO - Открытие сессии с БД...
2025-02-28 13:04:30,753 - INFO - Сессия с БД успешно открыта.
2025-02-28 13:04:31,011 - INFO - Выбрано и получено 50 профилей.
2025-02-28 13:04:31,017 - INFO - Профили успешно закешированы в Redis.
2025-02-28 13:04:31,017 - INFO - Закрытие сессии с БД.
2025-02-28 13:04:31,084 - INFO - Успешно обработано и закэшировано 758 профилей в Redis.
2025-02-28 13:04:31,084 - INFO - Закрытие сессии с БД.
2025-02-28 13:04:33,268 - ERROR - Ошибка при получении сообщения: Connection closed by server.
2025-02-28 13:04:33,286 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,286 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,286 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,287 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,287 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,287 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,288 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,288 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,288 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,289 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,289 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,289 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,290 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,290 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,290 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,291 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,291 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,291 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,292 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,292 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,292 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,293 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,293 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,293 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,293 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,294 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,295 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,296 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,297 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,297 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,299 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,300 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
2025-02-28 13:04:33,301 - ERROR - Ошибка при получении сообщения: Error 111 connecting to redis:6379. Connect call failed ('172.19.0.3', 6379).
